"optimal capital: 1345"
"optimal trees: [12]"
Results:
1397 0
1401 1
1458 2
1387 3
1521 4
1484 5
1545 6
1474 7
1536 8
1503 9
1499 10
1447 11
1345 12
1552 13
1567 14
1428 15
