"optimal capital: 1555"
"optimal trees: [0]"
Results:
1555 0
1896 1
1803 2
1655 3
1667 4
1699 5
1947 6
1799 7
1790 8
2163 9
1822 10
2138 11
1871 12
1786 13
1909 14
1674 15
