"optimal capital: 1866"
"optimal trees: [10]"
Results:
2355 0
2934 1
2077 2
2602 3
2570 4
2550 5
2272 6
2797 7
1886 8
2445 9
1866 10
2286 11
2775 12
2606 13
1922 14
2391 15
