"optimal capital: 1640"
"optimal trees: [3]"
Results:
1728 0
1952 1
1651 2
1640 3
2080 4
1910 5
1833 6
1822 7
1910 8
1964 9
1740 10
1783 11
1771 12
2081 13
1911 14
1729 15
