"optimal capital: 1487"
"optimal trees: [1]"
Results:
1625 0
1487 1
1555 2
1618 3
2047 4
1723 5
1653 6
1716 7
1989 8
1527 9
1665 10
1532 11
1492 12
2150 13
2092 14
1728 15
